Token	POS-Tag	OOV	Id	Index	Documento
na	ADP	0	18	11	Uma famosa estilista anunciou sua nova linha de alta costura inspirada na arquitetura brutalista e no uso de cores sóbrias e cortes assimétricos .
arquitetura	NOUN	0	18	12	Uma famosa estilista anunciou sua nova linha de alta costura inspirada na arquitetura brutalista e no uso de cores sóbrias e cortes assimétricos .
brutalista	ADJ	1	18	13	Uma famosa estilista anunciou sua nova linha de alta costura inspirada na arquitetura brutalista e no uso de cores sóbrias e cortes assimétricos .
e	CCONJ	0	18	14	Uma famosa estilista anunciou sua nova linha de alta costura inspirada na arquitetura brutalista e no uso de cores sóbrias e cortes assimétricos .
no	ADP	0	18	15	Uma famosa estilista anunciou sua nova linha de alta costura inspirada na arquitetura brutalista e no uso de cores sóbrias e cortes assimétricos .
uso	NOUN	0	18	16	Uma famosa estilista anunciou sua nova linha de alta costura inspirada na arquitetura brutalista e no uso de cores sóbrias e cortes assimétricos .
de	ADP	0	18	17	Uma famosa estilista anunciou sua nova linha de alta costura inspirada na arquitetura brutalista e no uso de cores sóbrias e cortes assimétricos .
cores	NOUN	0	18	18	Uma famosa estilista anunciou sua nova linha de alta costura inspirada na arquitetura brutalista e no uso de cores sóbrias e cortes assimétricos .
sóbrias	ADJ	1	18	19	Uma famosa estilista anunciou sua nova linha de alta costura inspirada na arquitetura brutalista e no uso de cores sóbrias e cortes assimétricos .
e	CCONJ	0	18	20	Uma famosa estilista anunciou sua nova linha de alta costura inspirada na arquitetura brutalista e no uso de cores sóbrias e cortes assimétricos .
cortes	NOUN	0	18	21	Uma famosa estilista anunciou sua nova linha de alta costura inspirada na arquitetura brutalista e no uso de cores sóbrias e cortes assimétricos .
assimétricos	ADJ	1	18	22	Uma famosa estilista anunciou sua nova linha de alta costura inspirada na arquitetura brutalista e no uso de cores sóbrias e cortes assimétricos .
.	PUNCT	0	18	23	Uma famosa estilista anunciou sua nova linha de alta costura inspirada na arquitetura brutalista e no uso de cores sóbrias e cortes assimétricos .
O	DET	0	19	0	O crescimento do mercado de segunda mão e brechós online está mudando a forma como os consumidores jovens se relacionam com o consumo de luxo .
crescimento	NOUN	0	19	1	O crescimento do mercado de segunda mão e brechós online está mudando a forma como os consumidores jovens se relacionam com o consumo de luxo .
do	ADP	0	19	2	O crescimento do mercado de segunda mão e brechós online está mudando a forma como os consumidores jovens se relacionam com o consumo de luxo .
mercado	NOUN	0	19	3	O crescimento do mercado de segunda mão e brechós online está mudando a forma como os consumidores jovens se relacionam com o consumo de luxo .
de	ADP	0	19	4	O crescimento do mercado de segunda mão e brechós online está mudando a forma como os consumidores jovens se relacionam com o consumo de luxo .
segunda	ADJ	0	19	5	O crescimento do mercado de segunda mão e brechós online está mudando a forma como os consumidores jovens se relacionam com o consumo de luxo .
mão	NOUN	0	19	6	O crescimento do mercado de segunda mão e brechós online está mudando a forma como os consumidores jovens se relacionam com o consumo de luxo .
e	CCONJ	0	19	7	O crescimento do mercado de segunda mão e brechós online está mudando a forma como os consumidores jovens se relacionam com o consumo de luxo .
brechós	NOUN	1	19	8	O crescimento do mercado de segunda mão e brechós online está mudando a forma como os consumidores jovens se relacionam com o consumo de luxo .
online	ADJ	0	19	9	O crescimento do mercado de segunda mão e brechós online está mudando a forma como os consumidores jovens se relacionam com o consumo de luxo .
está	AUX	0	19	10	O crescimento do mercado de segunda mão e brechós online está mudando a forma como os consumidores jovens se relacionam com o consumo de luxo .
mudando	VERB	0	19	11	O crescimento do mercado de segunda mão e brechós online está mudando a forma como os consumidores jovens se relacionam com o consumo de luxo .
a	DET	0	19	12	O crescimento do mercado de segunda mão e brechós online está mudando a forma como os consumidores jovens se relacionam com o consumo de luxo .
forma	NOUN	0	19	13	O crescimento do mercado de segunda mão e brechós online está mudando a forma como os consumidores jovens se relacionam com o consumo de luxo .
como	ADV	0	19	14	O crescimento do mercado de segunda mão e brechós online está mudando a forma como os consumidores jovens se relacionam com o consumo de luxo .
os	DET	0	19	15	O crescimento do mercado de segunda mão e brechós online está mudando a forma como os consumidores jovens se relacionam com o consumo de luxo .
consumidores	NOUN	0	19	16	O crescimento do mercado de segunda mão e brechós online está mudando a forma como os consumidores jovens se relacionam com o consumo de luxo .
jovens	ADJ	0	19	17	O crescimento do mercado de segunda mão e brechós online está mudando a forma como os consumidores jovens se relacionam com o consumo de luxo .
se	PRON	0	19	18	O crescimento do mercado de segunda mão e brechós online está mudando a forma como os consumidores jovens se relacionam com o consumo de luxo .
relacionam	VERB	1	19	19	O crescimento do mercado de segunda mão e brechós online está mudando a forma como os consumidores jovens se relacionam com o consumo de luxo .
com	ADP	0	19	20	O crescimento do mercado de segunda mão e brechós online está mudando a forma como os consumidores jovens se relacionam com o consumo de luxo .
o	DET	0	19	21	O crescimento do mercado de segunda mão e brechós online está mudando a forma como os consumidores jovens se relacionam com o consumo de luxo .
consumo	NOUN	0	19	22	O crescimento do mercado de segunda mão e brechós online está mudando a forma como os consumidores jovens se relacionam com o consumo de luxo .
de	ADP	0	19	23	O crescimento do mercado de segunda mão e brechós online está mudando a forma como os consumidores jovens se relacionam com o consumo de luxo .
luxo	NOUN	0	19	24	O crescimento do mercado de segunda mão e brechós online está mudando a forma como os consumidores jovens se relacionam com o consumo de luxo .
.	PUNCT	0	19	25	O crescimento do mercado de segunda mão e brechós online está mudando a forma como os consumidores jovens se relacionam com o consumo de luxo .
O	DET	0	20	0	O uso de tecidos tecnológicos e inteligentes que regulam a temperatura corporal foi o grande destaque da feira de inovação têxtil deste ano .
uso	NOUN	0	20	1	O uso de tecidos tecnológicos e inteligentes que regulam a temperatura corporal foi o grande destaque da feira de inovação têxtil deste ano .
de	ADP	0	20	2	O uso de tecidos tecnológicos e inteligentes que regulam a temperatura corporal foi o grande destaque da feira de inovação têxtil deste ano .
tecidos	NOUN	0	20	3	O uso de tecidos tecnológicos e inteligentes que regulam a temperatura corporal foi o grande destaque da feira de inovação têxtil deste ano .
tecnológicos	ADJ	1	20	4	O uso de tecidos tecnológicos e inteligentes que regulam a temperatura corporal foi o grande destaque da feira de inovação têxtil deste ano .
e	CCONJ	0	20	5	O uso de tecidos tecnológicos e inteligentes que regulam a temperatura corporal foi o grande destaque da feira de inovação têxtil deste ano .
inteligentes	ADJ	1	20	6	O uso de tecidos tecnológicos e inteligentes que regulam a temperatura corporal foi o grande destaque da feira de inovação têxtil deste ano .
que	PRON	0	20	7	O uso de tecidos tecnológicos e inteligentes que regulam a temperatura corporal foi o grande destaque da feira de inovação têxtil deste ano .
regulam	VERB	1	20	8	O uso de tecidos tecnológicos e inteligentes que regulam a temperatura corporal foi o grande destaque da feira de inovação têxtil deste ano .
a	DET	0	20	9	O uso de tecidos tecnológicos e inteligentes que regulam a temperatura corporal foi o grande destaque da feira de inovação têxtil deste ano .
temperatura	NOUN	0	20	10	O uso de tecidos tecnológicos e inteligentes que regulam a temperatura corporal foi o grande destaque da feira de inovação têxtil deste ano .
corporal	ADJ	0	20	11	O uso de tecidos tecnológicos e inteligentes que regulam a temperatura corporal foi o grande destaque da feira de inovação têxtil deste ano .
foi	AUX	0	20	12	O uso de tecidos tecnológicos e inteligentes que regulam a temperatura corporal foi o grande destaque da feira de inovação têxtil deste ano .
o	DET	0	20	13	O uso de tecidos tecnológicos e inteligentes que regulam a temperatura corporal foi o grande destaque da feira de inovação têxtil deste ano .
grande	ADJ	0	20	14	O uso de tecidos tecnológicos e inteligentes que regulam a temperatura corporal foi o grande destaque da feira de inovação têxtil deste ano .
destaque	NOUN	0	20	15	O uso de tecidos tecnológicos e inteligentes que regulam a temperatura corporal foi o grande destaque da feira de inovação têxtil deste ano .
da	ADP	0	20	16	O uso de tecidos tecnológicos e inteligentes que regulam a temperatura corporal foi o grande destaque da feira de inovação têxtil deste ano .
feira	NOUN	0	20	17	O uso de tecidos tecnológicos e inteligentes que regulam a temperatura corporal foi o grande destaque da feira de inovação têxtil deste ano .
de	ADP	0	20	18	O uso de tecidos tecnológicos e inteligentes que regulam a temperatura corporal foi o grande destaque da feira de inovação têxtil deste ano .
inovação	NOUN	0	20	19	O uso de tecidos tecnológicos e inteligentes que regulam a temperatura corporal foi o grande destaque da feira de inovação têxtil deste ano .
têxtil	ADJ	1	20	20	O uso de tecidos tecnológicos e inteligentes que regulam a temperatura corporal foi o grande destaque da feira de inovação têxtil deste ano .
deste	ADP	0	20	21	O uso de tecidos tecnológicos e inteligentes que regulam a temperatura corporal foi o grande destaque da feira de inovação têxtil deste ano .
ano	NOUN	0	20	22	O uso de tecidos tecnológicos e inteligentes que regulam a temperatura corporal foi o grande destaque da feira de inovação têxtil deste ano .
.	PUNCT	0	20	23	O uso de tecidos tecnológicos e inteligentes que regulam a temperatura corporal foi o grande destaque da feira de inovação têxtil deste ano .
Biólogos	NOUN	1	21	0	Biólogos registraram um aumento significativo na população de baleias-jubarte na costa brasileira , indicando o sucesso das medidas de preservação ambiental .
registraram	VERB	1	21	1	Biólogos registraram um aumento significativo na população de baleias-jubarte na costa brasileira , indicando o sucesso das medidas de preservação ambiental .
um	DET	0	21	2	Biólogos registraram um aumento significativo na população de baleias-jubarte na costa brasileira , indicando o sucesso das medidas de preservação ambiental .
aumento	NOUN	0	21	3	Biólogos registraram um aumento significativo na população de baleias-jubarte na costa brasileira , indicando o sucesso das medidas de preservação ambiental .
significativo	ADJ	0	21	4	Biólogos registraram um aumento significativo na população de baleias-jubarte na costa brasileira , indicando o sucesso das medidas de preservação ambiental .
na	ADP	0	21	5	Biólogos registraram um aumento significativo na população de baleias-jubarte na costa brasileira , indicando o sucesso das medidas de preservação ambiental .
população	NOUN	0	21	6	Biólogos registraram um aumento significativo na população de baleias-jubarte na costa brasileira , indicando o sucesso das medidas de preservação ambiental .
de	ADP	0	21	7	Biólogos registraram um aumento significativo na população de baleias-jubarte na costa brasileira , indicando o sucesso das medidas de preservação ambiental .
baleias-jubarte	NOUN	1	21	8	Biólogos registraram um aumento significativo na população de baleias-jubarte na costa brasileira , indicando o sucesso das medidas de preservação ambiental .
na	ADP	0	21	9	Biólogos registraram um aumento significativo na população de baleias-jubarte na costa brasileira , indicando o sucesso das medidas de preservação ambiental .
costa	NOUN	0	21	10	Biólogos registraram um aumento significativo na população de baleias-jubarte na costa brasileira , indicando o sucesso das medidas de preservação ambiental .
brasileira	ADJ	0	21	11	Biólogos registraram um aumento significativo na população de baleias-jubarte na costa brasileira , indicando o sucesso das medidas de preservação ambiental .
,	PUNCT	0	21	12	Biólogos registraram um aumento significativo na população de baleias-jubarte na costa brasileira , indicando o sucesso das medidas de preservação ambiental .
indicando	VERB	0	21	13	Biólogos registraram um aumento significativo na população de baleias-jubarte na costa brasileira , indicando o sucesso das medidas de preservação ambiental .
o	DET	0	21	14	Biólogos registraram um aumento significativo na população de baleias-jubarte na costa brasileira , indicando o sucesso das medidas de preservação ambiental .
sucesso	NOUN	0	21	15	Biólogos registraram um aumento significativo na população de baleias-jubarte na costa brasileira , indicando o sucesso das medidas de preservação ambiental .
das	ADP	0	21	16	Biólogos registraram um aumento significativo na população de baleias-jubarte na costa brasileira , indicando o sucesso das medidas de preservação ambiental .
medidas	NOUN	0	21	17	Biólogos registraram um aumento significativo na população de baleias-jubarte na costa brasileira , indicando o sucesso das medidas de preservação ambiental .
de	ADP	0	21	18	Biólogos registraram um aumento significativo na população de baleias-jubarte na costa brasileira , indicando o sucesso das medidas de preservação ambiental .
preservação	NOUN	0	21	19	Biólogos registraram um aumento significativo na população de baleias-jubarte na costa brasileira , indicando o sucesso das medidas de preservação ambiental .
ambiental	ADJ	0	21	20	Biólogos registraram um aumento significativo na população de baleias-jubarte na costa brasileira , indicando o sucesso das medidas de preservação ambiental .
.	PUNCT	0	21	21	Biólogos registraram um aumento significativo na população de baleias-jubarte na costa brasileira , indicando o sucesso das medidas de preservação ambiental .
Um	DET	0	22	0	Um novo estudo sobre o comportamento de primatas revelou que algumas espécies utilizam ferramentas de pedra complexas para abrir frutos rígidos .
novo	ADJ	0	22	1	Um novo estudo sobre o comportamento de primatas revelou que algumas espécies utilizam ferramentas de pedra complexas para abrir frutos rígidos .
estudo	NOUN	0	22	2	Um novo estudo sobre o comportamento de primatas revelou que algumas espécies utilizam ferramentas de pedra complexas para abrir frutos rígidos .
sobre	ADP	0	22	3	Um novo estudo sobre o comportamento de primatas revelou que algumas espécies utilizam ferramentas de pedra complexas para abrir frutos rígidos .
o	DET	0	22	4	Um novo estudo sobre o comportamento de primatas revelou que algumas espécies utilizam ferramentas de pedra complexas para abrir frutos rígidos .
comportamento	NOUN	0	22	5	Um novo estudo sobre o comportamento de primatas revelou que algumas espécies utilizam ferramentas de pedra complexas para abrir frutos rígidos .
de	ADP	0	22	6	Um novo estudo sobre o comportamento de primatas revelou que algumas espécies utilizam ferramentas de pedra complexas para abrir frutos rígidos .
primatas	NOUN	1	22	7	Um novo estudo sobre o comportamento de primatas revelou que algumas espécies utilizam ferramentas de pedra complexas para abrir frutos rígidos .
revelou	VERB	0	22	8	Um novo estudo sobre o comportamento de primatas revelou que algumas espécies utilizam ferramentas de pedra complexas para abrir frutos rígidos .
que	SCONJ	0	22	9	Um novo estudo sobre o comportamento de primatas revelou que algumas espécies utilizam ferramentas de pedra complexas para abrir frutos rígidos .
algumas	DET	0	22	10	Um novo estudo sobre o comportamento de primatas revelou que algumas espécies utilizam ferramentas de pedra complexas para abrir frutos rígidos .
espécies	NOUN	0	22	11	Um novo estudo sobre o comportamento de primatas revelou que algumas espécies utilizam ferramentas de pedra complexas para abrir frutos rígidos .
utilizam	VERB	0	22	12	Um novo estudo sobre o comportamento de primatas revelou que algumas espécies utilizam ferramentas de pedra complexas para abrir frutos rígidos .
ferramentas	NOUN	0	22	13	Um novo estudo sobre o comportamento de primatas revelou que algumas espécies utilizam ferramentas de pedra complexas para abrir frutos rígidos .
de	ADP	0	22	14	Um novo estudo sobre o comportamento de primatas revelou que algumas espécies utilizam ferramentas de pedra complexas para abrir frutos rígidos .
pedra	NOUN	0	22	15	Um novo estudo sobre o comportamento de primatas revelou que algumas espécies utilizam ferramentas de pedra complexas para abrir frutos rígidos .
complexas	ADJ	0	22	16	Um novo estudo sobre o comportamento de primatas revelou que algumas espécies utilizam ferramentas de pedra complexas para abrir frutos rígidos .
para	SCONJ	0	22	17	Um novo estudo sobre o comportamento de primatas revelou que algumas espécies utilizam ferramentas de pedra complexas para abrir frutos rígidos .
abrir	VERB	0	22	18	Um novo estudo sobre o comportamento de primatas revelou que algumas espécies utilizam ferramentas de pedra complexas para abrir frutos rígidos .
frutos	NOUN	0	22	19	Um novo estudo sobre o comportamento de primatas revelou que algumas espécies utilizam ferramentas de pedra complexas para abrir frutos rígidos .
rígidos	VERB	1	22	20	Um novo estudo sobre o comportamento de primatas revelou que algumas espécies utilizam ferramentas de pedra complexas para abrir frutos rígidos .
.	PUNCT	0	22	21	Um novo estudo sobre o comportamento de primatas revelou que algumas espécies utilizam ferramentas de pedra complexas para abrir frutos rígidos .
O	DET	0	23	0	O projeto de conservação conseguiu reintroduzir com sucesso dez espécimes de aves raras em seu habitat natural na floresta amazônica .
projeto	NOUN	0	23	1	O projeto de conservação conseguiu reintroduzir com sucesso dez espécimes de aves raras em seu habitat natural na floresta amazônica .
de	ADP	0	23	2	O projeto de conservação conseguiu reintroduzir com sucesso dez espécimes de aves raras em seu habitat natural na floresta amazônica .
conservação	NOUN	0	23	3	O projeto de conservação conseguiu reintroduzir com sucesso dez espécimes de aves raras em seu habitat natural na floresta amazônica .
conseguiu	VERB	0	23	4	O projeto de conservação conseguiu reintroduzir com sucesso dez espécimes de aves raras em seu habitat natural na floresta amazônica .
reintroduzir	VERB	1	23	5	O projeto de conservação conseguiu reintroduzir com sucesso dez espécimes de aves raras em seu habitat natural na floresta amazônica .
com	ADP	0	23	6	O projeto de conservação conseguiu reintroduzir com sucesso dez espécimes de aves raras em seu habitat natural na floresta amazônica .
sucesso	NOUN	0	23	7	O projeto de conservação conseguiu reintroduzir com sucesso dez espécimes de aves raras em seu habitat natural na floresta amazônica .
dez	NUM	0	23	8	O projeto de conservação conseguiu reintroduzir com sucesso dez espécimes de aves raras em seu habitat natural na floresta amazônica .
espécimes	NOUN	0	23	9	O projeto de conservação conseguiu reintroduzir com sucesso dez espécimes de aves raras em seu habitat natural na floresta amazônica .
de	ADP	0	23	10	O projeto de conservação conseguiu reintroduzir com sucesso dez espécimes de aves raras em seu habitat natural na floresta amazônica .
aves	NOUN	0	23	11	O projeto de conservação conseguiu reintroduzir com sucesso dez espécimes de aves raras em seu habitat natural na floresta amazônica .
raras	ADJ	0	23	12	O projeto de conservação conseguiu reintroduzir com sucesso dez espécimes de aves raras em seu habitat natural na floresta amazônica .
em	ADP	0	23	13	O projeto de conservação conseguiu reintroduzir com sucesso dez espécimes de aves raras em seu habitat natural na floresta amazônica .
seu	DET	0	23	14	O projeto de conservação conseguiu reintroduzir com sucesso dez espécimes de aves raras em seu habitat natural na floresta amazônica .
habitat	NOUN	0	23	15	O projeto de conservação conseguiu reintroduzir com sucesso dez espécimes de aves raras em seu habitat natural na floresta amazônica .
natural	ADJ	0	23	16	O projeto de conservação conseguiu reintroduzir com sucesso dez espécimes de aves raras em seu habitat natural na floresta amazônica .
na	ADP	0	23	17	O projeto de conservação conseguiu reintroduzir com sucesso dez espécimes de aves raras em seu habitat natural na floresta amazônica .
floresta	NOUN	0	23	18	O projeto de conservação conseguiu reintroduzir com sucesso dez espécimes de aves raras em seu habitat natural na floresta amazônica .
amazônica	ADJ	1	23	19	O projeto de conservação conseguiu reintroduzir com sucesso dez espécimes de aves raras em seu habitat natural na floresta amazônica .
.	PUNCT	0	23	20	O projeto de conservação conseguiu reintroduzir com sucesso dez espécimes de aves raras em seu habitat natural na floresta amazônica .
Pesquisadores	NOUN	1	24	0	Pesquisadores descobriram que os cães possuem uma capacidade cognitiva avançada para interpretar expressões faciais humanas e variações no tom de voz .
descobriram	VERB	0	24	1	Pesquisadores descobriram que os cães possuem uma capacidade cognitiva avançada para interpretar expressões faciais humanas e variações no tom de voz .
que	SCONJ	0	24	2	Pesquisadores descobriram que os cães possuem uma capacidade cognitiva avançada para interpretar expressões faciais humanas e variações no tom de voz .
os	DET	0	24	3	Pesquisadores descobriram que os cães possuem uma capacidade cognitiva avançada para interpretar expressões faciais humanas e variações no tom de voz .
cães	NOUN	0	24	4	Pesquisadores descobriram que os cães possuem uma capacidade cognitiva avançada para interpretar expressões faciais humanas e variações no tom de voz .
possuem	VERB	0	24	5	Pesquisadores descobriram que os cães possuem uma capacidade cognitiva avançada para interpretar expressões faciais humanas e variações no tom de voz .
uma	DET	0	24	6	Pesquisadores descobriram que os cães possuem uma capacidade cognitiva avançada para interpretar expressões faciais humanas e variações no tom de voz .
capacidade	NOUN	0	24	7	Pesquisadores descobriram que os cães possuem uma capacidade cognitiva avançada para interpretar expressões faciais humanas e variações no tom de voz .
cognitiva	ADJ	1	24	8	Pesquisadores descobriram que os cães possuem uma capacidade cognitiva avançada para interpretar expressões faciais humanas e variações no tom de voz .
avançada	VERB	0	24	9	Pesquisadores descobriram que os cães possuem uma capacidade cognitiva avançada para interpretar expressões faciais humanas e variações no tom de voz .
para	SCONJ	0	24	10	Pesquisadores descobriram que os cães possuem uma capacidade cognitiva avançada para interpretar expressões faciais humanas e variações no tom de voz .
interpretar	VERB	0	24	11	Pesquisadores descobriram que os cães possuem uma capacidade cognitiva avançada para interpretar expressões faciais humanas e variações no tom de voz .
expressões	NOUN	0	24	12	Pesquisadores descobriram que os cães possuem uma capacidade cognitiva avançada para interpretar expressões faciais humanas e variações no tom de voz .
faciais	ADJ	1	24	13	Pesquisadores descobriram que os cães possuem uma capacidade cognitiva avançada para interpretar expressões faciais humanas e variações no tom de voz .
humanas	ADJ	0	24	14	Pesquisadores descobriram que os cães possuem uma capacidade cognitiva avançada para interpretar expressões faciais humanas e variações no tom de voz .
e	CCONJ	0	24	15	Pesquisadores descobriram que os cães possuem uma capacidade cognitiva avançada para interpretar expressões faciais humanas e variações no tom de voz .
variações	NOUN	0	24	16	Pesquisadores descobriram que os cães possuem uma capacidade cognitiva avançada para interpretar expressões faciais humanas e variações no tom de voz .
no	ADP	0	24	17	Pesquisadores descobriram que os cães possuem uma capacidade cognitiva avançada para interpretar expressões faciais humanas e variações no tom de voz .
tom	NOUN	0	24	18	Pesquisadores descobriram que os cães possuem uma capacidade cognitiva avançada para interpretar expressões faciais humanas e variações no tom de voz .
de	ADP	0	24	19	Pesquisadores descobriram que os cães possuem uma capacidade cognitiva avançada para interpretar expressões faciais humanas e variações no tom de voz .
voz	NOUN	0	24	20	Pesquisadores descobriram que os cães possuem uma capacidade cognitiva avançada para interpretar expressões faciais humanas e variações no tom de voz .
.	PUNCT	0	24	21	Pesquisadores descobriram que os cães possuem uma capacidade cognitiva avançada para interpretar expressões faciais humanas e variações no tom de voz .
Uma	DET	0	25	0	Uma nova reserva marinha foi criada para proteger os santuários de reprodução de tartarugas marinhas ameaçadas de extinção no oceano pacífico .
nova	ADJ	0	25	1	Uma nova reserva marinha foi criada para proteger os santuários de reprodução de tartarugas marinhas ameaçadas de extinção no oceano pacífico .
reserva	NOUN	0	25	2	Uma nova reserva marinha foi criada para proteger os santuários de reprodução de tartarugas marinhas ameaçadas de extinção no oceano pacífico .
marinha	ADJ	0	25	3	Uma nova reserva marinha foi criada para proteger os santuários de reprodução de tartarugas marinhas ameaçadas de extinção no oceano pacífico .
foi	AUX	0	25	4	Uma nova reserva marinha foi criada para proteger os santuários de reprodução de tartarugas marinhas ameaçadas de extinção no oceano pacífico .
criada	VERB	0	25	5	Uma nova reserva marinha foi criada para proteger os santuários de reprodução de tartarugas marinhas ameaçadas de extinção no oceano pacífico .
para	SCONJ	0	25	6	Uma nova reserva marinha foi criada para proteger os santuários de reprodução de tartarugas marinhas ameaçadas de extinção no oceano pacífico .
proteger	VERB	0	25	7	Uma nova reserva marinha foi criada para proteger os santuários de reprodução de tartarugas marinhas ameaçadas de extinção no oceano pacífico .
os	DET	0	25	8	Uma nova reserva marinha foi criada para proteger os santuários de reprodução de tartarugas marinhas ameaçadas de extinção no oceano pacífico .
santuários	NOUN	1	25	9	Uma nova reserva marinha foi criada para proteger os santuários de reprodução de tartarugas marinhas ameaçadas de extinção no oceano pacífico .
de	ADP	0	25	10	Uma nova reserva marinha foi criada para proteger os santuários de reprodução de tartarugas marinhas ameaçadas de extinção no oceano pacífico .
reprodução	NOUN	0	25	11	Uma nova reserva marinha foi criada para proteger os santuários de reprodução de tartarugas marinhas ameaçadas de extinção no oceano pacífico .
de	ADP	0	25	12	Uma nova reserva marinha foi criada para proteger os santuários de reprodução de tartarugas marinhas ameaçadas de extinção no oceano pacífico .
tartarugas	NOUN	1	25	13	Uma nova reserva marinha foi criada para proteger os santuários de reprodução de tartarugas marinhas ameaçadas de extinção no oceano pacífico .
marinhas	ADJ	0	25	14	Uma nova reserva marinha foi criada para proteger os santuários de reprodução de tartarugas marinhas ameaçadas de extinção no oceano pacífico .
ameaçadas	VERB	1	25	15	Uma nova reserva marinha foi criada para proteger os santuários de reprodução de tartarugas marinhas ameaçadas de extinção no oceano pacífico .
de	ADP	0	25	16	Uma nova reserva marinha foi criada para proteger os santuários de reprodução de tartarugas marinhas ameaçadas de extinção no oceano pacífico .
extinção	NOUN	0	25	17	Uma nova reserva marinha foi criada para proteger os santuários de reprodução de tartarugas marinhas ameaçadas de extinção no oceano pacífico .
no	ADP	0	25	18	Uma nova reserva marinha foi criada para proteger os santuários de reprodução de tartarugas marinhas ameaçadas de extinção no oceano pacífico .
oceano	NOUN	0	25	19	Uma nova reserva marinha foi criada para proteger os santuários de reprodução de tartarugas marinhas ameaçadas de extinção no oceano pacífico .
pacífico	ADJ	1	25	20	Uma nova reserva marinha foi criada para proteger os santuários de reprodução de tartarugas marinhas ameaçadas de extinção no oceano pacífico .
.	PUNCT	0	25	21	Uma nova reserva marinha foi criada para proteger os santuários de reprodução de tartarugas marinhas ameaçadas de extinção no oceano pacífico .
O	DET	0	26	0	O longa-metragem de ficção científica recebeu aclamação universal dos críticos em sua estreia mundial , sendo forte candidato às principais premiações do cinema .
longa-metragem	NOUN	1	26	1	O longa-metragem de ficção científica recebeu aclamação universal dos críticos em sua estreia mundial , sendo forte candidato às principais premiações do cinema .
de	ADP	0	26	2	O longa-metragem de ficção científica recebeu aclamação universal dos críticos em sua estreia mundial , sendo forte candidato às principais premiações do cinema .
ficção	NOUN	0	26	3	O longa-metragem de ficção científica recebeu aclamação universal dos críticos em sua estreia mundial , sendo forte candidato às principais premiações do cinema .
científica	ADJ	0	26	4	O longa-metragem de ficção científica recebeu aclamação universal dos críticos em sua estreia mundial , sendo forte candidato às principais premiações do cinema .
recebeu	VERB	0	26	5	O longa-metragem de ficção científica recebeu aclamação universal dos críticos em sua estreia mundial , sendo forte candidato às principais premiações do cinema .
aclamação	NOUN	0	26	6	O longa-metragem de ficção científica recebeu aclamação universal dos críticos em sua estreia mundial , sendo forte candidato às principais premiações do cinema .
universal	ADJ	0	26	7	O longa-metragem de ficção científica recebeu aclamação universal dos críticos em sua estreia mundial , sendo forte candidato às principais premiações do cinema .
dos	ADP	0	26	8	O longa-metragem de ficção científica recebeu aclamação universal dos críticos em sua estreia mundial , sendo forte candidato às principais premiações do cinema .
críticos	NOUN	0	26	9	O longa-metragem de ficção científica recebeu aclamação universal dos críticos em sua estreia mundial , sendo forte candidato às principais premiações do cinema .
em	ADP	0	26	10	O longa-metragem de ficção científica recebeu aclamação universal dos críticos em sua estreia mundial , sendo forte candidato às principais premiações do cinema .
sua	DET	0	26	11	O longa-metragem de ficção científica recebeu aclamação universal dos críticos em sua estreia mundial , sendo forte candidato às principais premiações do cinema .
estreia	NOUN	0	26	12	O longa-metragem de ficção científica recebeu aclamação universal dos críticos em sua estreia mundial , sendo forte candidato às principais premiações do cinema .
mundial	ADJ	0	26	13	O longa-metragem de ficção científica recebeu aclamação universal dos críticos em sua estreia mundial , sendo forte candidato às principais premiações do cinema .
,	PUNCT	0	26	14	O longa-metragem de ficção científica recebeu aclamação universal dos críticos em sua estreia mundial , sendo forte candidato às principais premiações do cinema .
sendo	AUX	0	26	15	O longa-metragem de ficção científica recebeu aclamação universal dos críticos em sua estreia mundial , sendo forte candidato às principais premiações do cinema .
forte	ADJ	0	26	16	O longa-metragem de ficção científica recebeu aclamação universal dos críticos em sua estreia mundial , sendo forte candidato às principais premiações do cinema .
candidato	NOUN	0	26	17	O longa-metragem de ficção científica recebeu aclamação universal dos críticos em sua estreia mundial , sendo forte candidato às principais premiações do cinema .
às	ADP	0	26	18	O longa-metragem de ficção científica recebeu aclamação universal dos críticos em sua estreia mundial , sendo forte candidato às principais premiações do cinema .
principais	ADJ	0	26	19	O longa-metragem de ficção científica recebeu aclamação universal dos críticos em sua estreia mundial , sendo forte candidato às principais premiações do cinema .
premiações	NOUN	1	26	20	O longa-metragem de ficção científica recebeu aclamação universal dos críticos em sua estreia mundial , sendo forte candidato às principais premiações do cinema .
do	ADP	0	26	21	O longa-metragem de ficção científica recebeu aclamação universal dos críticos em sua estreia mundial , sendo forte candidato às principais premiações do cinema .
cinema	NOUN	0	26	22	O longa-metragem de ficção científica recebeu aclamação universal dos críticos em sua estreia mundial , sendo forte candidato às principais premiações do cinema .
.	PUNCT	0	26	23	O longa-metragem de ficção científica recebeu aclamação universal dos críticos em sua estreia mundial , sendo forte candidato às principais premiações do cinema .
O	DET	0	27	0	O diretor premiado anunciou o início das filmagens de seu próximo drama histórico , que contará com um elenco repleto de estrelas consagradas .
diretor	NOUN	0	27	1	O diretor premiado anunciou o início das filmagens de seu próximo drama histórico , que contará com um elenco repleto de estrelas consagradas .
